ID,UPA,EventDate,Employer,Address1,Address2,City,State,Zip,Latitude,Longitude,Primary NAICS,Hospitalized,Amputation,Loss of Eye,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title,FederalState
2018010146,1298229,1/5/2018,Century Link,3321 W 37th Ave.,,DENVER,COLORADO,80212,39.76,-105.03,238210,1,0,0,,"An employee fell from a ladder to the ground at a customer's house, suffering clavicle and rib fractures, brain bleeding, and loss of consciousness.",161,Cerebral and other intracranial hemorrhages,111,Brain,4330,"Other fall to lower level, unspecified",7420,"Movable ladders, unspecified",,,1
2018010233,1299049,1/8/2018,Kiewit Infastructure South Company,DART/TRE Valley View Bear Creek Bridge,4801 W. Rock Island Road,IRVING,TEXAS,75061,32.88,-96.98,236220,1,0,0,,"An employee was helping a forklift move a crane mat into position when the crane mat slid off the forks of the forklift and fell, striking and breaking the employee's right tibia and fibula.",111,Fractures,513,Lower leg(s),6233,Struck by object falling from vehicle or machinery-other than vehicle part,69,"Structures and surfaces, n.e.c.",8621,"Forklift, order picker, platform truck-powered",1
2018010242,1299686,1/8/2018,Structural Building Systems Inc.,5000 Euclid Ave.,,CLEVELAND,OHIO,44103,41.5,-81.65,236220,1,0,0,1288508,"On 1/8/2018, a temporary employee was doing demolition work in a bathroom when debris struck the employee in the eye, causing a retinal detachment that required surgery.",1999,"Traumatic injuries and disorders, n.e.c.",132,Eye(s),6241,"Struck by dislodged flying object, particle",943,Construction debris,,,1
2018010268,1299784,1/9/2018,"INTEGRITY STRUCTURAL DEVELOPMENT, INC.",969 Hillsboro Mile,,HILLSBORO BEACH,FLORIDA,33062,26.26,-80.07,236220,0,1,0,,"An employee was placing straps for a pile of plywood to be picked up by an excavator when the excavator operator released the excavator bucket, which fell and struck the employee's right middle finger. His right middle fingertip was amputated.",1311,Amputations,4422,Fingertip(s),6214,Struck by falling part of powered vehicle still attached,3210,"Excavating machinery, unspecified",,,1
2018010280,1299134,1/9/2018,"Doyle Electric Services, Inc. ",930 Tamiami Trail,,VENICE,FLORIDA,34284,27.08,-82.43,238210,1,0,0,1288176,An employee was trying to move a wire when an arc flash occurred. The employee suffered second degree burns and was hospitalized.,1532,Second degree electrical burns,9999,Nonclassifiable,5110,"Direct exposure to electricity, unspecified",4410,"Electric parts, unspecified",,,1
2018010289,1300113,1/10/2018,"S. Garrett and Company, Inc.",11479 Cartersville Hwy,,DALLAS,GEORGIA,30132,34.07,-84.82,236220,1,0,0,1289771,"An employee was installing soffit supports from a walkboard 13 feet above ground level when the employee fell to the ground, suffering shoulder, leg, rib, and back pain, as well as a cut on the head. Safety equipment was not hooked up at the time of the incident.",1972,"Soreness, pain, hurt-nonspecified injury",899,"Multiple body parts, n.e.c.",4333,Other fall to lower level 11 to 15 feet ,6340,"Scaffolds-staging, unspecified",,,1
2018010325,1299910,1/10/2018,Gulf Power Company,1999 Morgan Cemetery Rd.,,MOLINO,FLORIDA,32577,30.75,-87.34,238210,1,0,0,,"An employee and his coworker were installing a new meter set on a 4-gang meter base to provide electrical service to a multi-residential area. While his coworker went to the company truck to retrieve a new meter ring, he noticed a frog inside the meter base and was attempting to remove it with a pair of pliers when an electrical flash occurred. He sustained second degree burns on his right-hand fingers and was hospitalized.",1532,Second degree electrical burns,4420,"Finger(s), fingernail(s), unspecified",5120,"Indirect exposure to electricity, unspecified",4417,"Switchboards, switches, fuses",7141,"Pliers, tongs",1
2018010332,1299751,1/10/2018,FLORIDA POWER & LIGHT COMPANY,9001 Ellis Rd,,MELBOURNE,FLORIDA,32904,28.09,-80.68,221121,1,0,0,,An employee slipped and fell in the back of a truck and fractured a knee.,111,Fractures,512,Knee(s),422,Fall on same level due to slipping ,6629,"Floor, n.e.c.",,,1
2018010336,1301582,1/11/2018,"Newcastle Electric, LLC",6831 Cypresswood Dr.,,SPRING,TEXAS,77379,30.01,-95.51,238210,1,0,0,1307687,"An employee was replacing wire in a police sub-station that had been flooded.  As he reached for a wire, he sustained burns to his left hand because the circuit was not de-energized, requiring hospitalization.",1530,"Electrical burns, unspecified",440,"Hand(s), unspecified",5110,"Direct exposure to electricity, unspecified",4411,Electrical wiring-building,,,1
2018010359,1300060,1/11/2018,"Brasfield & Gorrie General Contractor, Inc",2748 Maery Taylor Road,,BIRMINGHAM,ALABAMA,35210,33.58,-86.63,236220,1,1,0,,An employee was dismantling a mobile crane when the rigging system slid from the load. His left middle finger was then caught and amputated between the two crane sections.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,3430,"Cranes, unspecified",,,1
2018010459,1300370,1/15/2018,Lacey Electric Inc.,Springhill Suites Hotel (NEW CONSTRUCTION),400 Ogletown Road,NEWARK,DELAWARE,19711,39.68,-75.73,238210,1,0,0,1287870,"An employee was standing on the fifth floor at an open window waiting to receive three reels of aluminum electrical wire and one ground wire reel. The reels were in a makeshift wooden box set atop the forks of a telehandler, which were being raised to the open window by a truck operator. The employee retrieved two electrical reels and the ground wire reel. The last reel of electrical wire remained lopsided within the box. The employee climbed out from the window into the makeshift wooden box (holding the last reel of electrical wire). The box shifted and slipped off the forks. The employee fell with the box approximately five stories to the ground, suffering broken ribs and a back injury. The employee was hospitalized and had surgery.",1972,"Soreness, pain, hurt-nonspecified injury",320,"Back, including spine, spinal cord, unspecified",4337,Other fall to lower level more than 30 feet,3469,"Elevators, hoists, aerial lifts, personnel platforms-except truck-mounted, n.e.c.",,,1
2018010482,1301314,1/16/2018,T&T Electrical Contractors Inc.,22 Boston Warph Road,,BOSTON,MASSACHUSETTS,02111,42.35,-71.04,238210,1,0,0,,"An employee fell from a ladder and sustained a vertebral fracture, requiring hospitalization.",111,Fractures,9999,Nonclassifiable,4330,"Other fall to lower level, unspecified",740,"Ladders, unspecified",,,1
2018010565,1301472,1/17/2018,Gudenkauf Corporation,6440 French Hill Road,,STRASBURG,OHIO,44680,40.57,-81.47,238210,1,0,0,,"An employee was using a rodder to clear underground communication lines and was placing it into a cradle when it slipped, striking the employee in the face. The employee was hospitalized with facial fractures.",111,Fractures,130,"Face, unspecified",6231,Struck by object or equipment dropped by injured worker,799,"Tools, instruments, and equipment, n.e.c.",,,1
2018010581,1302574,1/18/2018,"BUILDING CRAFTS, INC.",300 Oxford State Road,,MIDDLETOWN,OHIO,45044,39.47,-84.42,236220,0,1,0,,An employee got a finger caught between a suspended valve and a bolt. When the employee pulled the finger back quickly the fingertip was amputated.,1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,423,"Valves, nozzles",4212,"Nails, brads, tacks, nuts, bolts, washers",1
2018010622,1302545,1/19/2018,COGHLIN ELECTRICAL CONTRACTORS,Amherst Science Center,220 Pleasant St.,AMHERST,MASSACHUSETTS,01002,42.37,-72.51,238210,1,0,0,,An employee was breaking down spools of cable from a cable pole when his left ring finger was caught and crushed between a reel jack and the arbor that was holding the spools.,1971,Crushing injuries,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,347,Jacks,,,1
2018010624,1302549,1/19/2018,"Visual Acoustics, LLC.",6 Star Island ,,MIAMI,FLORIDA,33139,25.77,-80.15,238210,1,0,0,,"An employee was installing home wiring from a 6-foot A-frame ladder when he leaned over to get wire from a coworker and lost his balance. He started to fall and grabbed onto a metal roof frame, which cut four of his fingers and caused tendon damage. He then let go and fell approximately 4 feet.",132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",4331,Other fall to lower level less than 6 feet,7422,Step ladders,,,1
2018010638,1302461,1/19/2018,"Charter Communications, Inc.",10920 Kenwood Rd.,,CINCINNATI,OHIO,45242,39.26,-84.37,238210,1,0,0,,An employee tripped on a low-level guardrail barricade and fell to the same floor level.,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4213,Fall on same level due to tripping over an object ,660,"Floors, walkways, ground surfaces, unspecified",6391,"Guardrails, road dividers",1
2018010647,1302588,1/19/2018,Com Ed,1124 W. Lawrence Avenue,,CHICAGO,ILLINOIS,60640,41.96,-87.65,238210,2,0,0,,"On January 19, 2018, at approximately 10:09 a.m., two employees were replacing a gasket on a sight glass when an arc flash erupted from the transformer, causing second degree burns to their face, head, and hands.",1532,Second degree electrical burns,899,"Multiple body parts, n.e.c.",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,1
2018010696,1303773,1/22/2018,GEORGIA POWER,317 Covered Bridge Rd,,CARTERSVILLE,GEORGIA,30120,34.11,-84.92,221122,0,1,0,,"An employee was acting as a spotter as another employee was operating a portable crane to remove a bag house filter. His hand was holding the top part of the hoist's load cable when it reeled in his left index finger, pinching it and resulting in a surgical amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6412,Caught in running equipment or machinery during regular operation,3430,"Cranes, unspecified",,,1
2018010706,1303093,1/22/2018,"Moses Electric, Inc.",705 Peyton St,466 W Bridge St,YAZOO CITY,MISSISSIPPI,39194,32.84,-90.42,238210,1,0,0,1289476,"An employee was in a lift changing light fixtures on a pole in front of a house when he contacted a powerline and was shocked, suffering third degree burns.",1533,Third or fourth degree electrical burns,9999,Nonclassifiable,5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,1
2018010734,1303300,1/23/2018,"Martinez Brothers Contractors, LLC",Morningside,,EL PASO,TEXAS,79936,31.83,-106.45,236220,1,0,0,,An employee was in a manhole getting ready to test a pressurized sewer line when the line plug struck the employee's head.,160,"Intracranial injuries, unspecified",111,Brain,620,"Struck by object or equipment, unspecified",4919,"Caps, lids, covers, n.e.c.",,,1
2018010771,1303209,1/23/2018,"The Garick Group, Inc.",137 N. Concepcion,,EL PASO,TEXAS,79905,31.77,-106.43,238210,1,0,0,1289852,"An employee was cleaning the site and putting debris in a skid steer bucket. He was dislodging a piece of wood that was caught between the mechanical arm of a skid steer when he inadvertently pressed the skid steer's foot control. His right leg was then caught between the arm and the bucket, breaking his tibia.",111,Fractures,513,Lower leg(s),6410,"Caught in running equipment or machinery, unspecified",3222,"Skid steer loaders, mini loaders",,,1
2018010777,1302824,1/23/2018,Power Tech of New Jersey,280 Park Ave,,NEW YORK,NEW YORK,10001,40.75,-73.97,238210,1,0,0,1289445,An employee was pulling wire and received third degree burns from an electrical shock at a splice box.,1533,Third or fourth degree electrical burns,9999,Nonclassifiable,5110,"Direct exposure to electricity, unspecified",4419,"Electric parts, n.e.c.",,,1
2018010839,1305274,1/25/2018,Premier Design and Build Group,1 Ethel Blvd,,WOOD RIDGE,NEW JERSEY,07075,40.84,-74.08,236220,1,0,0,1291268,"An employee was marking a concrete structure that was frozen to the ground when an excavator operator went to push the structure with the excavator bucket. The operator did not see the employee and moved the structure, which then struck the employee. The employee suffered a dislocated hip and fractures.",1834,Fractures and dislocations,80,"Multiple body parts, unspecified",620,"Struck by object or equipment, unspecified",60,"Structures and surfaces, unspecified",,,1
2018010844,1304862,1/25/2018,"Fleming Electric, Inc.",Baptist Hospital,,LITTLE ROCK,ARKANSAS,72211,34.74,-92.38,238210,1,0,0,1292508,"An employee was preparing to install a conduit on an outside wall. He was climbing an 8-foot A-frame ladder that was leaning against the wall when he lost his footing and fell about 6 feet, striking a table positioned next to the ladder. He broke his arm, requiring hospitalization and surgery.",111,Fractures,420,"Arm(s), unspecified",4332,Other fall to lower level 6 to 10 feet,7422,Step ladders,,,1
2018010853,1304220,1/25/2018,"JTB Services, Inc.",2929 Bay Area Blvd,,HOUSTON,TEXAS,77058,29.58,-95.1,236220,1,0,0,,"An employee was standing close to an excavator when the equipment hit a pipe, which then moved toward him. His boot was caught on something, so he was unable to move before the pipe struck his left leg, fracturing his tibia and fibula.",111,Fractures,513,Lower leg(s),6241,"Struck by dislodged flying object, particle",4120,"Pipes, ducts, tubing, unspecified",3210,"Excavating machinery, unspecified",1
2018010950,1305340,1/29/2018,"B&M Construction, Inc",1453 Valentia St.,,DENVER,COLORADO,80220,39.73,-104.89,236220,1,0,0,,"An employee was cutting wood with a circular saw when the blade kicked back and he lost control of the saw. The blade then lacerated the fourth and fifth fingers on his right hand, requiring hospitalization.",132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",6252,Injured by slipping or swinging object held by injured worker,7224,"Saws-powered, except chainsaws",,,1
2018010983,1305247,1/30/2018,"Altmeyer Electric, Inc.",427 West Jackson Street,,PORT WASHINGTON,WISCONSIN,53074,43.38,-87.87,238210,0,1,0,,"An employee was climbing a ladder to access a hydro-mobile scaffold when the ladder shifted and pinched the employee's finger between the ladder and a scaffold component, causing a fingertip amputation.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,740,"Ladders, unspecified",6343,Scaffolds-staging supported by structure or other means,1
2018011039,1305744,1/31/2018,Chiaramonte Construction Company,Bancroft Elementary School,1755 Newton St NW,WASHINGTON,DISTRICT OF COLUMBIA,20010,38.94,-77.03,236220,1,1,0,,An employee was attempting to lift a bundle of angle iron to create space for a ladder when the employee's middle finger was crushed between the steel and the underlying wood.,1971,Crushing injuries,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,2131,"Bundles, bales",,,1
2018011049,1305940,1/31/2018,DSC LOGISTICS,4950 MASON ROAD,,ATLANTA,GEORGIA,30349,33.62,-84.54,236220,1,0,0,1293879,"An employee was operating a pallet jack. When he stepped off, he moved the handle on the pallet jack, which proceeded to hit his left ankle, severely lacerating it.",132,"Cuts, lacerations",52,Ankle(s),6210,"Struck by powered vehicle-nontransport, unspecified",872,Pallet jack-nonpowered,,,1
2018021061,1306588,2/1/2018,"Bulley & Andrews, LLC",1755 W. ARMITAGE AVENUE,,CHICAGO,ILLINOIS,60622,41.91,-87.67,236220,1,0,0,,"While walking on a welded frame, metal scaffold, approximately five feet off the ground, the injured employee went to grab a 2x4 that was over the doorway and fell resulting in broken ribs and a lacerated spleen.",194,Internal injuries to organs and blood vessels of the trunk,330,"Abdomen, except internal location of diseases or disorders",4331,Other fall to lower level less than 6 feet,6340,"Scaffolds-staging, unspecified",,,1
2018021088,1306155,2/1/2018,Journey Group Companies,1401 North Campus Drive,,BROOKINGS,SOUTH DAKOTA,57006,44.32,-96.78,236220,1,0,0,,"An employee was performing demolition activities. The employee removed a ceiling tile and liquid from a water pipe spilled onto the employee. Shortly thereafter, the employee suffered lack of muscle control, nervous system depression, and memory loss. The employee was hospitalized.",1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,550,"Exposure to other harmful substances, unspecified",9999,Nonclassifiable,,,1
2018021117,1306891,2/2/2018,"SAWGRASS ELECTRICAL, INC.",2645 NE 186 Terrace,,MIAMI,FLORIDA,33180,25.94,-80.14,238210,1,0,0,1293095,"An employee was using an impact driver to screw on the cover of the electrical panel and contacted a live wire. The employee was hospitalized for burns to his hands, arms and stomach as a result of an arc flash.",1530,"Electrical burns, unspecified",899,"Multiple body parts, n.e.c.",5110,"Direct exposure to electricity, unspecified",4417,"Switchboards, switches, fuses",7359,"Turning handtools-power not determined, n.e.c.",1
2018021156,1306784,2/4/2018,Commercial Forming Corp. South,410 S. Ocean Dr.,,HOLLYWOOD,FLORIDA,33019,26,-80.11,236220,1,0,0,1292554,An employee was assembling formwork when a section of formwork fell to the side and struck the employee resulting in a broken leg.,111,Fractures,510,"Leg(s), unspecified",6230,"Struck by falling object or equipment, unspecified",659,"Structural elements, n.e.c.",,,1
2018021198,1308459,2/5/2018,SUPERIOR LIGHTING INCORPORATED,6425 So. 86th St.,,OMAHA,NEBRASKA,68127,41.19,-96.04,238210,1,0,0,,"An employee was on a ladder removing a light fixture with a screwdriver when he fell backwards off the ladder from approximately 4 feet, injuring his right arm and pelvis.",1972,"Soreness, pain, hurt-nonspecified injury",899,"Multiple body parts, n.e.c.",4331,Other fall to lower level less than 6 feet,740,"Ladders, unspecified",,,1
2018021224,1307512,2/6/2018,"CJ's Sales and Service of Ocala, Inc.",Winn-Dixie Store #19,220 Retreat Village,SAINT SIMONS ISLAND,GEORGIA,31522,31.15,-81.39,238210,0,1,0,1293828,"An employee was repairing a generator and testing the system for a leak when the generator's rotating fan blade struck his right pinky finger, resulting in a fingertip amputation.",1311,Amputations,4422,Fingertip(s),6311,Struck against moving part of machinery or equipment,4412,Generators,,,1
2018021235,1307098,2/6/2018,ADOLFSON & PETERSON CONSTRUCTION,2373 15th St.,,DENVER,COLORADO,80202,39.75,-105,236220,1,1,0,1293162,"An employee was using a circular saw to cut a 2x4 when he contacted the blade, resulting in an amputation to his left index finger.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6252,Injured by slipping or swinging object held by injured worker,7224,"Saws-powered, except chainsaws",,,1
2018021246,1307735,2/6/2018,"Carter & Carter Construction, LLC",4770 Teel Parkway,,FRISCO,TEXAS,75034,33.11,-96.87,236220,1,0,0,1295059,"An employee was holding a pole and waiting for a forklift to push the pole into the ground. The pin was missing on the forklift forks, allowing them to fall and hit the employee's lip. The employee fell to the ground and suffered a back injury.",1972,"Soreness, pain, hurt-nonspecified injury",83,Head and trunk,6214,Struck by falling part of powered vehicle still attached,8621,"Forklift, order picker, platform truck-powered",,,1
2018021274,1313052,2/7/2018,Georgia Power Company,"2174 North Druid Hills Rd., NE",,ATLANTA,GEORGIA,30329,33.83,-84.33,221122,1,0,0,,An employee received first and second degree burns to the face and arms and two small third degree burns on a finger and thumb when a network protector arced and blew back. Part of the door came off and went into the energized parts within causing an arc flash.,1533,Third or fourth degree electrical burns,899,"Multiple body parts, n.e.c.",5110,"Direct exposure to electricity, unspecified",4419,"Electric parts, n.e.c.",,,1
2018021309,1308452,2/7/2018,Stava Building Corporation ,8825 S. Memorial Drive,,TULSA,OKLAHOMA,74133,36.03,-95.88,236220,1,0,0,,An employee was on a scaffold approximately five feet tall working overhead to cut a hole for an access panel near a roll-up door. The door was energized and bumped the employee as it rolled up. The employee fell and sustained one cracked rib and two broken vertebrae (L1 and L2).,111,Fractures,38,Multiple trunk locations,4331,Other fall to lower level less than 6 feet,6340,"Scaffolds-staging, unspecified",6512,Garage doors,1
2018021396,1309334,2/10/2018,LC Electric,100 TX-332 Weat,,LAKE JACKSON,TEXAS,77566,29.05,-95.45,238210,1,0,0,1296170,An employee was working in a power room making temporary power connections on a 480V box when an arc flash occurred. The employee suffered second and third degree burns over 60% of his body.,1533,Third or fourth degree electrical burns,80,"Multiple body parts, unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4410,"Electric parts, unspecified",,,1
2018021409,1309330,2/10/2018,"Hightower Electric Company, LTD",16825 Northchase Drive,,HOUSTON,TEXAS,77060,29.94,-95.4,238210,1,0,0,1294298,An employee was on a 7-foot step ladder installing ceiling light fixtures. The employee contacted energized wiring with wire strippers and fell from the ladder. The employee was hospitalized for head trauma and broken ribs.,111,Fractures,310,"Chest, except internal location of diseases or disorders",4330,"Other fall to lower level, unspecified",7422,Step ladders,2241,"Lamps, light fixtures",1
2018021518,1309985,2/13/2018,C. R. Meyer and Sons Company,510 Lombardi Ave.,,GREEN BAY,WISCONSIN,54304,44.49,-88.03,236220,0,1,0,,"On February 13, 2018, an employee was assembling a sand hopper for a customer. The sand hopper was in the upside down position. The employee was attempting to push the framework into position for the lifting lugs and hopper legs and pinched his left pinkie finger between the lifting lug and the post resulting in amputation at the distal joint.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,440,"Machine, tool, and electric parts, unspecified",,,1
2018021528,1310197,2/14/2018,Eversource Energy Service Company,Jobs Creek Road,,SUNAPEE,NEW HAMPSHIRE,03782,43.41,-72.06,221122,1,0,0,,An employee was climbing a utility pole when the pole and the employee fell over. The employee suffered broken ribs.,111,Fractures,310,"Chest, except internal location of diseases or disorders",4310,"Fall from collapsing structure or equipment, unspecified",6352,Utility and telephone poles,,,1
2018021554,1309836,2/14/2018,"PIKE ELECTRIC, INC.",1300 Block NW 34th Street,,MIAMI,FLORIDA,33142,25.8,-80.21,238210,1,0,0,1295279,An employee was working on an electrical line when he came into contact with a high-voltage wire. The employee was hospitalized for electrical shock and burns.,1530,"Electrical burns, unspecified",9999,Nonclassifiable,5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,1
2018021565,1310694,2/14/2018,AG Contractors FL LLC,3401 NW 25th St.,,MIAMI,FLORIDA,33142,25.79,-80.25,236220,1,0,0,1296797,"An employee was standing near the edge of a cantilevered sheet of plywood and when he leaned over, the plywood moved, causing him to fall 38 feet to the ground and fracture both legs.",111,Fractures,510,"Leg(s), unspecified",4337,Other fall to lower level more than 30 feet,6341,Scaffolds-improvised staging,,,1
2018021574,1310682,2/15/2018,Northern Clearing ,95 Washington Street,,CANTON,MASSACHUSETTS,02021,42.13,-71.14,221121,1,0,0,,An employee suffered a fractured foot when an excavator bucket struck a timber mat pile and the mat struck the employee's foot. The employee was 18 feet away at the time.,111,Fractures,530,"Foot (feet), unspecified",620,"Struck by object or equipment, unspecified",6699,"Floors, walkways, ground surfaces, n.e.c.",3210,"Excavating machinery, unspecified",1
2018021611,1310679,2/15/2018,Ahrens Companies,5100 NW 159th Street,,MIAMI GARDENS,FLORIDA,33014,25.91,-80.28,236220,1,0,0,,"An employee was ascending on a scissor lift to transfer insulation material. As the employee was climbing out of the scissor lift to the commercial roof, he fell 20 feet to the ground. The employee was hospitalized for broken ribs, a bruised liver and back pain.",1839,"Fractures and other injuries, n.e.c.",38,Multiple trunk locations,4334,Other fall to lower level 16 to 20 feet,3467,"Aerial lifts, scissor lifts-except truck-mounted",,,1
2018021625,1311149,2/16/2018,Engineer Structures Inc.,2365 US Hwy 93,,KALISPELL,MONTANA,59901,48.23,-114.32,236220,1,0,0,,"An employee was cleaning around a 54-inch tall partition wall. The wall fell over and the employee was struck in the back of the leg. The employee sustained a fracture in the lower right leg, which required hospitalization.",111,Fractures,513,Lower leg(s),655,"Struck, caught, or crushed in other collapsing structure or equipment",6562,Walls,,,1
2018021653,1313060,2/16/2018,Professional Golf Services,105 AZURITE,,HORSESHOE BAY,TEXAS,78657,30.54,-98.39,236220,1,0,0,1297651,An employee fell out of the dump vehicle he was driving and was struck by it resulting in a crushed lower right leg.,1971,Crushing injuries,513,Lower leg(s),2734,"Fall or jump from and struck by same vehicle in normal operation, nonroadway",8423,Dump truck,,,1
2018021654,1311059,2/16/2018,E.J Deseta Company Inc.,41 Southgate Boulevard,,NEW CASTLE,DELAWARE,19720,39.69,-75.57,236220,1,0,0,1295837,An employee was being elevated in a scissor lift to install duct work. The employee's left hand was caught between the scissor lift's hand rail and the conduit suspended in the air resulting in a fractured and lacerated hand.,111,Fractures,440,"Hand(s), unspecified",642,Compressed or pinched by shifting objects or equipment,3467,"Aerial lifts, scissor lifts-except truck-mounted",4122,Ducts,1
2018021682,1311611,2/18/2018,ComEd,75th St. and Willow Springs Rd.,,HODGKINS,ILLINOIS,60525,41.75,-87.88,221121,2,0,0,1296162,Two employees were installing a new arm on a 200 foot power pole in a 295-foot aerial lift. The lift shifted and the employees fell out of the basket. The employees were using fall protection and suffered traumatic injuries from the fall protection equipment.,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,45,Fall or jump curtailed by personal fall arrest system ,3467,"Aerial lifts, scissor lifts-except truck-mounted",,,1
2018021686,1311060,2/19/2018,Brasfield & Gorrie,3900 Motors Industrial Way,,DORAVILLE,GEORGIA,30340,33.9,-84.28,236220,0,1,0,,"An employee was putting two pipes together and one of his fingers was caught in a pinch point, resulting in medical amputation of the fingertip down to the bone.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,4120,"Pipes, ducts, tubing, unspecified",,,1
2018021687,1322986,2/19/2018,Tibbetts Electrical Services Inc.,3400 Lebanon Rd,,MURFREESBORO,TENNESSEE,37129,35.91,-86.38,221121,1,0,0,,"An employee was standing next to a free-standing doorframe when a second employee, who was attempting to run a cable to a spider box along the wall, bumped the doorframe. It fell towards the first employee and knocked him on his back on the cement floor. He was hospitalized with a fractured L1 vertebra.",111,Fractures,322,Lumbar region,6239,"Struck by falling object or equipment, n.e.c.",6511,"Doors, except garage and vehicle",,,0
2018021689,1311255,2/19/2018,PJ Dick Inc.,1805 Buena Vista Street,,PITTSBURGH,PENNSYLVANIA,15212,40.46,-80.01,236220,1,0,0,,"An employee was standing on the third rung of a 10-foot step-ladder using a reciprocating saw, fell and fractured an ankle.",111,Fractures,52,Ankle(s),4330,"Other fall to lower level, unspecified",7422,Step ladders,,,1
2018021707,1311093,2/19/2018,"J.F. Electric, Incorporated",Lincoln & Randolph Street,,VIRGIL,KANSAS,66870,43.65,-70.25,238210,0,1,0,,An employee was changing electrical poles. The employee grabbed the chain to try and move it up on the pole and pinched the left thumb between the pole and chain. The tip of the thumb was crushed and amputated.,1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,4223,"Chains, n.e.c.",6352,Utility and telephone poles,1
2018021748,1311662,2/20/2018,"CROSSLAND CONSTRUCTION COMPANY, INC.",951 W. 36th St,,TULSA,OKLAHOMA,74127,36.2,-96.01,236220,1,0,0,,"An employee was operating a wire brush handheld grinder to smooth out concrete. The grinder hit the side of a stair and kicked back, hitting the employee's left leg and causing a 2"" deep and 4"" wide laceration on his thigh.",132,"Cuts, lacerations",511,Thigh(s),6252,Injured by slipping or swinging object held by injured worker,7242,Hand grinders-powered,,,1
2018021763,1312207,2/21/2018,CLEARY BUILDING CORPORATION,2060 W. Fork Lane,,RAYMOND,NEBRASKA,68428,40.95,-96.78,236220,1,0,0,,"While installing screws on a sheet metal roof, an employee slipped off the roof and fell to the frozen ground, fracturing both feet.",111,Fractures,530,"Foot (feet), unspecified",4330,"Other fall to lower level, unspecified",6540,"Roofs, unspecified",,,1
2018021801,1315291,2/21/2018,"Nueces Electric Cooperative, Inc.",709 E Main Street,,ROBSTOWN,TEXAS,78380,27.78,-97.65,221121,1,0,0,1300221,"An employee was walking down the hallway, tripped and fell resulting in a dislocated and broken left elbow.",1834,Fractures and dislocations,422,Elbow(s),4214,Fall on same level due to tripping over self,6629,"Floor, n.e.c.",,,1
2018021988,1314000,2/27/2018,"Forjak Industrial, Inc",10824 Parallel Parkway,,KANSAS CITY,KANSAS,66109,39.13,-94.83,236220,1,0,0,,"An employee was dry blasting garnet media from a step ladder. As he went to step down a rung, he stepped on the hose, angled the blasting gun down toward his leg, and blasted his thigh. He suffered a right leg media intrusion and required hospitalization.",133,"Puncture wounds, except gunshot wounds",510,"Leg(s), unspecified",6242,Struck by discharged object or substance,99,"Source, n.e.c.",7244,Sandblasters-powered,1
2018021991,1314527,2/27/2018,"Space City Construction, Inc",13391 Custer Rd,,MCKINNEY,TEXAS,75070,33.18,-96.73,236220,1,0,0,1299533,"While installing sheet metal decking to the second floor of a three-story commercial storage unit being built, an employee fell approximately 10 feet to the concrete floor below and landed on sheet metal siding, suffering fractured vertebrae.",111,Fractures,9999,Nonclassifiable,4332,Other fall to lower level 6 to 10 feet,60,"Structures and surfaces, unspecified",,,1
2018032151,1315257,3/3/2018,Mike Thieling Construction,2037 East Factory Road,,DAKOTA,ILLINOIS,61018,42.43,-89.57,236220,1,0,0,,"Two employees were installing a metal panel ceiling. As they flipped the panel over, it slipped from the injured employee's hand and lacerated his wrist, slashing the artery. He required sutures and hospitalization.",132,"Cuts, lacerations",43,Wrist(s),6231,Struck by object or equipment dropped by injured worker,4135,"Metal plates, metal panels",,,1
